customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_totalcharges_ratio
2673-CXQEU,56,1,1,1,110.5,6139.5,0,0.009121263946575454
6416-JNVRK,46,1,1,2,55.65,2688.85,0,0.017107685441731597
5590-ZSKRV,8,1,0,0,54.65,482.25,0,0.01658890616899948
0191-ZHSKZ,30,1,0,1,74.75,2111.3,0,0.01420925496139819
3887-PBQAO,45,1,1,2,25.9,1216.6,0,0.03698832812756864
5919-TMRGD,1,1,0,1,79.35,79.35,1,0.012602394454946441
8108-UXRQN,11,0,0,1,50.55,565.35,0,0.01945697355620412
9191-MYQKX,7,1,0,3,75.15,496.9,1,0.01408734151740793
9919-YLNNG,42,1,0,3,103.8,4327.5,0,0.009705372616984401
0318-ZOPWS,49,1,2,3,20.15,973.35,0,0.05034160373966199
4445-ZJNMU,9,1,0,2,99.3,918.75,0,0.009795918367346938
4808-YNLEU,35,1,1,3,62.15,2215.45,0,0.015798144846419466
1862-QRWPE,48,1,2,3,20.65,1057.0,0,0.04541154210028382
2796-NNUFI,46,1,2,0,19.95,927.1,0,0.049617085535540936
3016-KSVCP,29,0,0,0,33.75,1009.25,0,0.028734208570720832
4767-HZZHQ,30,1,0,3,82.05,2570.2,0,0.011672243405182477
2424-WVHPL,1,1,0,1,74.7,74.7,0,0.013386880856760375
7233-PAHHL,66,1,2,0,84.0,5714.25,0,0.011550072187951175
6067-NGCEU,65,1,0,2,111.05,7107.0,0,0.009145912480652878
9848-JQJTX,72,1,2,3,100.9,7459.05,0,0.009652703762543487
8637-XJIVR,12,1,0,1,78.95,927.35,1,0.012940098129077478
9803-FTJCG,71,1,1,2,66.85,4748.7,0,0.014951460399688336
0278-YXOOG,5,1,0,0,21.05,113.85,1,0.04391743522178305
3212-KXOCR,52,1,2,3,21.0,1107.2,0,0.04696531791907514
4598-XLKNJ,25,1,0,1,98.5,2514.5,1,0.00994233446013124
6380-ARCEH,1,1,0,0,20.2,20.2,0,0.04950495049504951
3679-XASPY,1,1,0,1,19.45,19.45,0,0.05141388174807198
7123-WQUHX,38,1,1,3,95.0,3605.6,0,0.01053916130463723
5386-THSLQ,66,0,1,3,45.55,3027.25,0,0.021801965480221324
3192-NQECA,68,1,2,3,110.0,7611.85,1,0.008933439308446698
6180-YBIQI,5,0,0,0,24.3,100.2,0,0.0499001996007984
6728-DKUCO,72,1,1,1,104.15,7303.05,0,0.009858894571446177
9750-BOOHV,32,0,1,0,30.15,927.65,0,0.034495768878348515
8597-CWYHH,43,1,1,0,94.35,3921.3,0,0.010965751153954045
2848-YXSMW,72,1,2,2,19.4,1363.25,0,0.052814964239867965
0486-HECZI,55,1,0,1,96.75,5238.9,1,0.010498387065987136
4549-ZDQYY,52,1,1,2,57.95,3042.25,0,0.01709261237570877
5712-AHQNN,43,1,0,1,91.65,3954.1,0,0.010874788194532258
4846-WHAFZ,37,1,0,1,76.5,2868.15,1,0.012900301588131722
5256-SKJGO,64,0,2,1,54.6,3423.5,0,0.01869431867971374
3071-VBYPO,3,1,0,1,89.85,248.4,0,0.012077294685990338
9560-BBZXK,36,0,2,3,31.05,1126.35,0,0.03196164602477028
5299-RULOA,10,1,0,1,100.25,1064.65,1,0.009392758183440566
8402-OOOHJ,41,1,2,0,20.65,835.15,0,0.049092977309465366
9445-ZUEQE,27,1,0,2,85.2,2151.6,0,0.012548800892359175
1091-SOZGA,56,1,1,2,99.8,5515.45,0,0.010153296648505563
2928-HLDBA,6,1,0,0,20.7,112.75,0,0.05321507760532151
0404-SWRVG,3,1,0,1,74.4,229.55,1,0.01306904813766064
6497-TILVL,7,1,0,0,50.7,350.35,0,0.01998001998001998
7219-TLZHO,4,1,0,0,20.85,62.9,0,0.06359300476947535
4622-YNKIJ,33,1,2,1,88.95,3027.65,0,0.01089954254950209
4412-YLTKF,27,1,0,1,78.05,2135.5,1,0.01264340903769609
6734-PSBAW,72,1,2,3,23.55,1723.95,0,0.041764552336204644
3930-ZGWVE,1,1,0,0,19.75,19.75,0,0.05063291139240506
2639-UGMAZ,71,0,1,1,56.45,3985.35,0,0.01781524834707115
2876-GZYZC,13,1,0,1,85.95,1215.65,0,0.010693867478303786
6207-WIOLX,25,0,0,2,58.6,1502.65,1,0.016637274149003425
8587-XYZSF,67,1,2,3,50.55,3260.1,0,0.02055151682463728
3091-FYHKI,1,0,0,1,35.45,35.45,1,0.028208744710860365
2372-HWUHI,2,1,0,1,44.35,81.25,1,0.024615384615384615
7799-LGRDP,43,1,2,2,25.7,1188.2,0,0.036189193738427876
7850-VWJUU,23,1,0,3,75.0,1778.5,0,0.012932246274950801
3774-VBNXY,64,1,2,0,20.2,1277.75,0,0.050088045392291135
6217-KDYWC,57,1,2,0,19.6,1170.55,0,0.048695057878774935
0390-DCFDQ,1,1,0,0,70.45,70.45,1,0.014194464158977998
3146-MSEGF,72,1,2,2,88.05,6425.65,0,0.011205092091850631
4080-OGPJL,8,1,0,1,71.15,563.65,1,0.014193205003104763
1095-WGNGG,61,1,2,3,101.05,5971.25,0,0.010215616495708603
2636-SJDOU,64,1,1,2,84.3,5289.05,0,0.012100471729327572
1131-QQZEB,71,1,2,3,23.95,1756.2,0,0.040428197244049655
5716-EZXZN,65,1,2,2,99.05,6416.7,0,0.01012981750744152
6837-BJYDQ,3,1,1,0,19.6,61.35,0,0.04889975550122249
2135-RXIHG,1,1,0,1,45.65,45.65,1,0.02190580503833516
6440-DKQGE,30,1,1,2,64.5,1929.95,0,0.015544444156584366
3466-BYAVD,15,1,0,0,69.5,1071.4,0,0.014000373343289154
3780-YVMFA,8,1,0,1,68.55,564.35,0,0.014175600248073003
3874-EQOEP,7,1,0,0,95.0,655.5,1,0.010678871090770405
1679-JRFBR,70,1,1,2,108.15,7930.55,0,0.008826626148249491
9073-ZZIAY,62,1,2,1,86.1,5215.25,0,0.011888212453861272
3077-RSNTJ,6,1,0,0,19.7,113.5,0,0.05286343612334802
6551-GNYDG,14,1,0,3,80.9,1152.8,0,0.012144344205412909
9167-APMXZ,22,1,0,3,84.15,1821.95,0,0.012074974615110184
2749-CTKAJ,22,1,1,0,20.15,419.9,0,0.052393427006430106
6371-NZYEG,16,1,2,0,64.25,1024.0,0,0.015625
7554-NEWDD,10,1,2,3,25.7,251.6,0,0.0397456279809221
8992-VONJD,13,1,0,1,56.0,764.55,0,0.017003466091164737
0867-MKZVY,20,1,0,1,82.4,1592.35,1,0.01256005275222156
4482-EWFMI,2,1,0,1,69.7,135.2,0,0.014792899408284025
4648-YPBTM,53,1,2,3,73.9,3958.25,0,0.013389755573801553
2907-ILJBN,11,1,1,0,20.6,233.9,0,0.0470286447199658
6345-FZOQH,69,1,2,0,19.9,1363.45,0,0.05060691627855807
3376-BMGFE,4,1,0,3,70.9,273.0,1,0.014652014652014652
5997-OPVFA,72,1,2,3,89.05,6254.45,0,0.011511803595839762
3445-HXXGF,58,0,0,1,45.3,2651.2,1,0.02187688593844297
1159-WFSGR,16,1,0,1,20.4,321.4,0,0.04978220286247667
7654-YWJUF,43,1,1,3,84.25,3539.25,0,0.01214946669492124
1875-QIVME,2,1,0,1,104.4,242.8,1,0.008237232289950576
6727-IOTLZ,14,1,2,0,81.95,1181.75,0,0.01184683731753755
0691-JVSYA,53,1,1,3,94.85,5000.2,1,0.010599576016959322
5918-VUKWP,32,1,1,3,20.55,654.55,0,0.04888854938507372
1744-JHKYS,34,1,0,1,24.7,780.2,0,0.04357856959753909
2656-FMOKZ,15,1,0,0,74.45,1145.7,1,0.013092432573972244
2070-FNEXE,7,1,0,3,76.45,503.6,1,0.013899920571882446
5947-SGKCL,15,1,0,3,105.35,1559.25,0,0.00962000962000962
3712-PKXZA,61,1,1,2,20.55,1252.0,0,0.048722044728434506
6317-YPKDH,1,0,0,3,29.95,29.95,1,0.0333889816360601
6582-OIVSP,1,1,0,0,45.3,45.3,0,0.02207505518763797
9367-WXLCH,8,1,0,3,84.5,662.65,1,0.012072738247943863
5524-KHNJP,33,1,1,2,74.75,2453.3,0,0.013451269718338564
1918-ZBFQJ,13,1,0,1,79.25,1111.65,1,0.011694328250798362
1024-GUALD,1,0,0,1,24.8,24.8,1,0.04032258064516129
4827-USJHP,20,1,0,0,51.8,1023.85,0,0.019534111442105775
8167-GJLRN,3,0,0,1,30.4,82.15,0,0.03651856360316494
0956-SYCWG,13,1,1,1,19.65,244.8,0,0.05310457516339869
8017-UVSZU,40,1,0,2,56.6,2379.1,0,0.016813080576688663
7100-FQPRV,43,1,1,2,71.9,3173.35,0,0.013550349000267857
2472-OVKUP,6,1,0,1,91.0,531.0,1,0.011299435028248588
2984-RGEYA,69,1,2,3,19.75,1375.4,0,0.05016722408026755
9680-NIAUV,72,1,2,2,109.7,8129.3,0,0.00885685114339488
2146-EGVDT,59,1,2,2,19.3,1192.7,0,0.04946759453341158
2604-IJPDU,20,1,0,1,96.55,1901.65,0,0.010517182446822496
9178-JHUVJ,24,1,2,3,24.1,587.4,0,0.04085801838610827
6168-YBYNP,59,1,0,1,111.35,6519.75,0,0.009049426741822922
7255-SSFBC,72,1,2,3,112.25,8041.65,0,0.008953386431888978
3645-DEYGF,1,1,0,0,20.75,20.75,0,0.04819277108433735
9323-HGFWY,27,1,1,2,101.9,2681.15,0,0.010070305652425265
8544-GOQSH,14,1,0,2,80.05,1112.3,0,0.012586532410320957
3363-DTIVD,71,1,2,1,105.55,7405.5,0,0.009587468773209101
7018-WBJNK,13,1,0,2,78.3,1033.95,0,0.012573141834711542
9142-KZXOP,44,1,0,2,68.85,2958.95,0,0.014870139745517836
7674-YTAFD,33,1,1,3,79.95,2684.85,0,0.01229118945192469
6348-SNFUS,72,0,2,2,55.45,4179.2,0,0.017228177641653904
1285-OKIPP,1,1,0,1,79.9,79.9,1,0.012515644555694618
7825-ECJRF,19,1,0,1,106.6,1934.45,1,0.009821913205303833
1347-KTTTA,64,1,1,2,102.45,6654.1,0,0.009618130175380591
7841-TZDMQ,2,1,0,2,46.0,84.5,1,0.023668639053254437
4195-NZGTA,1,0,0,1,25.25,25.25,0,0.039603960396039604
7157-SMCFK,61,1,2,0,19.75,1124.2,0,0.05426080768546522
4709-LKHYG,29,1,1,1,20.0,540.05,0,0.05369873159892603
2504-DSHIH,23,1,0,1,86.8,1975.85,0,0.011640559759091024
0699-NDKJM,57,0,0,3,58.75,3437.45,0,0.0165820593754091
9286-BHDQG,72,0,2,2,45.25,3139.8,0,0.022931396904261415
0230-WEQUW,66,0,2,3,56.6,3789.2,0,0.017417924627889794
2040-LDIWQ,65,1,2,3,84.2,5324.5,0,0.01220771903465114
6496-JDSSB,8,1,0,3,80.0,624.6,0,0.012808197246237591
9408-SSNVZ,4,1,0,1,70.15,268.35,1,0.014905906465436929
4443-EMBNA,71,1,2,3,24.75,1836.9,0,0.03865207686863738
6469-MRVET,1,1,1,1,20.2,20.2,0,0.04950495049504951
0742-MOABM,4,1,0,0,50.05,179.35,1,0.02230275996654586
5961-VUSRV,12,1,1,3,19.35,219.35,0,0.054707089126966035
6778-JFCMK,24,0,1,0,50.6,1288.75,0,0.01862269641125121
6341-JVQGF,31,1,1,0,81.15,2545.75,0,0.012177158008445448
2232-DMLXU,1,1,0,0,55.2,55.2,1,0.018115942028985508
4811-JBUVU,30,1,0,2,89.9,2723.15,0,0.011016653507886087
0945-TSONX,47,1,2,2,85.3,4107.25,0,0.011443179743137136
2651-ZCBXV,54,1,2,2,108.0,5760.65,0,0.009373942176664093
3316-UWXUY,50,1,0,2,93.5,4747.5,0,0.010531858873091101
8937-RDTHP,1,1,0,0,84.6,84.6,1,0.011820330969267141
7083-MIOPC,72,1,2,2,20.25,1566.9,0,0.04595060310166571
1984-GPTEH,29,1,0,1,25.15,702.0,0,0.04131054131054131
1251-KRREG,2,1,0,0,54.4,114.1,1,0.017528483786152498
0621-JFHOL,10,0,2,0,29.6,299.05,0,0.03343922420999833
9903-LYSAB,18,1,0,1,73.15,1305.95,0,0.013783069795933994
0094-OIFMO,11,1,0,1,95.0,1120.3,1,0.0098187985361064
9227-UAQFT,16,1,2,0,19.75,284.35,0,0.05626868296113944
7301-ABVAD,72,1,2,3,86.6,6350.5,0,0.011337689945673569
6614-FHDBO,72,1,2,3,109.2,7878.3,0,0.009139027455161647
7576-ASEJU,41,1,1,2,74.7,3187.65,0,0.012862139820871175
9058-HRZSV,65,1,0,1,94.4,6126.15,0,0.010610252768867887
4522-AKYLR,13,1,0,1,54.8,731.3,0,0.017776562286339396
0221-WMXNQ,4,1,0,1,75.35,273.4,0,0.01463057790782736
0303-UNCIP,41,1,1,0,65.0,2531.8,0,0.01619401216525792
9947-OTFQU,15,1,0,1,74.4,1074.3,1,0.013962580284836639
0322-YINQP,1,1,0,0,48.55,48.55,1,0.02059732234809475
0959-WHOKV,42,1,1,1,99.0,4298.45,0,0.009770963952122277
4075-JFPGR,51,1,1,1,93.5,4619.55,0,0.01104003636717862
4629-NRXKX,2,1,0,1,70.4,147.15,1,0.013591573224600747
9514-JDSKI,1,0,0,1,40.2,40.2,1,0.02487562189054726
3282-ZISZV,32,1,1,2,83.7,2633.3,0,0.01215205255762731
3675-YDUPJ,10,1,0,0,19.85,193.05,0,0.051800051800051795
4111-BNXIF,67,0,2,1,59.55,4103.9,0,0.016325933867784304
7017-VFHAY,61,1,2,2,115.1,7008.15,0,0.008704151594928763
6655-LHBYW,50,1,1,2,114.35,5791.1,0,0.00863393828460914
4959-JOSRX,2,1,0,2,44.6,80.55,1,0.024829298572315334
5046-NUHWD,29,0,0,1,45.0,1228.65,0,0.023603141659545027
7273-TEFQD,3,0,0,1,41.15,132.2,1,0.022692889561270805
3606-TWKGI,13,1,0,1,106.9,1364.3,1,0.009528696034596497
7529-ZDFXI,57,1,0,1,89.85,4925.35,0,0.011572781629731896
7605-BDWDC,31,0,2,3,49.85,1520.1,0,0.020393395171370305
1950-KSVVJ,45,1,1,0,113.3,5032.25,0,0.00894232202295196
0123-CRBRT,61,1,2,0,88.1,5526.75,0,0.011037228027321664
6292-TOSSS,50,1,2,3,24.9,1195.25,0,0.04183225266680611
3197-ARFOY,19,1,0,0,105.0,2007.25,0,0.009465686885041723
6323-AYBRX,59,1,2,0,19.35,1099.6,1,0.053655874863586764
7014-ZZXAW,71,1,2,2,24.25,1732.95,0,0.040970599267145615
4385-GZQXV,16,1,0,1,94.45,1511.2,1,0.010587612493382742
7633-MVPUY,57,1,2,1,59.75,3450.15,0,0.016521020825181514
6366-ZGQGL,1,0,0,3,24.8,24.8,1,0.04032258064516129
4716-HHKQH,20,1,0,1,107.05,2172.05,0,0.009207891162726457
5940-AHUHD,1,1,0,0,70.6,70.6,1,0.0141643059490085
6432-TWQLB,5,1,0,1,85.4,401.1,1,0.012465719272001994
4484-GLZOU,52,1,0,1,105.05,5624.85,1,0.009244690969536964
3179-GBRWV,21,1,0,3,64.95,1339.8,0,0.015673981191222573
8645-KWHJO,14,0,0,1,55.0,771.95,0,0.018135889630157394
4130-MZLCC,5,1,0,3,50.55,244.75,0,0.020429009193054137
0314-TKOSI,6,1,0,0,55.15,322.9,0,0.01858160421183029
8229-MYEJZ,10,1,0,1,51.2,498.25,0,0.02007024586051179
2080-SRCDE,1,1,0,0,25.4,25.4,0,0.03937007874015748
9577-WJVCQ,68,1,0,0,54.45,3687.75,0,0.01843942783540099
9512-UIBFX,18,1,0,0,95.15,1779.95,1,0.010112643613584651
6202-DYYFX,22,1,1,2,76.0,1783.6,0,0.012334604171338866
3808-HFKDE,20,1,0,1,44.35,927.15,0,0.021571482500134822
5583-SXDAG,1,1,0,1,70.0,70.0,1,0.014285714285714285
3488-PGMQJ,8,1,0,1,74.5,606.55,1,0.01318934960019784
3580-REOAC,10,1,0,2,44.85,435.4,1,0.02296738631143776
7534-BFESC,24,1,0,1,76.1,1712.7,1,0.014012961989840603
3727-OWVYD,35,1,1,0,61.2,2021.2,0,0.017316445675836137
2294-SALNE,23,1,1,0,86.8,1940.8,0,0.01185078318219291
4847-TAJYI,6,1,0,1,89.35,567.8,0,0.01056710109193378
1563-IWQEX,12,1,0,0,19.7,220.35,0,0.05445881552076243
8203-XJZRC,1,1,0,0,20.25,20.25,0,0.04938271604938271
6556-DBKZF,71,1,2,1,76.05,5436.45,0,0.013059993194088054
6851-WEFYX,35,1,0,1,100.8,3437.5,0,0.010181818181818183
2985-JUUBZ,40,1,0,1,74.55,3015.75,0,0.013263698914034651
6390-DSAZX,1,1,0,0,73.6,73.6,1,0.013586956521739132
0895-LMRSF,23,1,1,3,64.9,1509.8,0,0.015233805802092992
8098-LLAZX,4,1,0,1,95.45,396.1,1,0.01009845998485231
8266-VBFQL,4,1,0,1,90.4,356.65,0,0.011215477358755083
8181-YHCMF,68,0,2,2,60.3,4109.0,0,0.016549038695546362
2240-HSJQD,38,1,0,0,81.85,3141.7,0,0.012095362383422988
1248-DYXUB,52,1,2,0,24.8,1229.1,0,0.04230737938328859
0265-EDXBD,32,1,0,1,74.9,2303.35,1,0.01389280830095296
4115-BNPJY,29,1,2,0,75.55,2054.4,0,0.014116043613707165
3167-SNQPL,38,1,0,1,101.15,3741.85,0,0.01015540441225597
4091-TVOCN,48,1,1,2,78.75,3682.45,0,0.01303480020095317
1098-TDVUQ,1,1,0,3,19.25,19.25,0,0.05194805194805195
7277-OZCGZ,22,1,0,1,89.05,1886.25,0,0.011663353214049038
1557-EMYVT,43,1,2,2,115.05,4895.1,0,0.008784294498580212
2799-ARNLO,5,1,0,1,69.35,341.6,0,0.014637002341920374
7563-BIUPC,5,1,0,1,80.6,415.55,1,0.01203224642040669
5027-YOCXN,51,1,1,2,110.05,5686.4,0,0.008968767585818797
3973-SKMLN,71,1,2,2,19.9,1355.1,0,0.05239465722086931
2321-OMBXY,38,1,1,2,80.3,3058.65,1,0.012423781733771434
2840-XANRC,24,1,0,1,93.15,2231.05,1,0.01075726675780462
6745-JEFZB,35,1,0,2,91.5,3236.35,0,0.010814652308928268
5020-ZSTTY,54,1,1,3,82.45,4350.1,1,0.012413507735454356
9880-TDQAC,72,0,2,1,60.0,4264.0,0,0.016885553470919325
8705-WZCYL,1,1,0,1,44.8,44.8,0,0.022321428571428572
7102-JJVTX,9,1,1,0,48.6,422.3,0,0.021311863604072934
8626-PTQGE,69,0,2,3,60.05,4176.7,0,0.016520219311896952
4983-CLMLV,52,1,0,2,102.7,5138.1,0,0.010120472548218212
5701-YVSVF,11,1,0,1,82.9,880.05,0,0.012499289813078802
5804-LEPIM,2,1,0,1,70.35,139.05,1,0.014383315354189139
5697-GOMBF,28,0,0,1,35.9,973.65,0,0.028757767164792277
2739-CACDQ,17,1,0,2,82.65,1470.05,0,0.01156423250909833
9385-EHGDO,35,1,2,0,19.85,739.35,0,0.047338878744843445
9498-FIMXL,8,1,1,0,19.2,161.95,0,0.049397962334053726
2379-GYFLQ,46,1,1,2,94.9,4422.95,0,0.010400298443346636
0122-OAHPZ,7,1,0,1,73.85,511.25,1,0.013691931540342298
2868-SNELZ,2,1,0,0,80.6,155.8,1,0.012836970474967907
4322-RCYMT,68,1,1,3,75.8,5293.95,1,0.012844851198065717
6680-NENYN,43,1,2,1,104.6,4759.85,1,0.009033898127041818
2088-IEBAU,68,1,2,1,88.15,6148.45,0,0.011059697972659776
7982-VCELR,36,1,0,2,94.8,3565.65,0,0.01009633587143999
1343-EHPYB,63,1,0,1,103.4,6603.0,1,0.009541117673784643
6035-BXTTY,32,1,0,3,54.65,1830.1,0,0.017485383312387304
6885-PKOAM,71,1,2,2,85.75,6223.8,0,0.011407821588097304
7520-HQWJU,66,1,0,3,67.45,4508.65,0,0.014638528162532022
9639-BUJXT,63,1,1,0,20.5,1328.15,0,0.047434401234800284
5924-SNGKP,41,1,1,2,20.25,865.0,0,0.047398843930635835
0021-IKXGC,1,1,0,1,72.1,72.1,0,0.013869625520110958
2034-GDRCN,2,1,0,1,90.4,168.2,1,0.011890606420927468
8966-SNIZF,70,1,2,3,19.45,1303.5,0,0.05370157268891446
6243-OZGFH,23,0,0,1,44.95,996.85,0,0.02307267893865677
4654-DLAMQ,64,1,1,3,97.0,6430.9,0,0.009951950737843848
0513-RBGPE,37,1,2,2,62.8,2278.75,0,0.01623697202413604
5160-UXJED,17,1,1,0,44.6,681.4,0,0.024948635162899913
4115-NZRKS,7,1,0,1,89.15,574.35,0,0.01218769043266301
0219-YTZUE,4,1,0,3,84.8,371.9,1,0.010755579456843238
0623-IIHUG,21,0,0,1,41.9,840.1,1,0.024997024163790023
4572-DVCGN,10,1,0,3,80.25,846.0,1,0.01182033096926714
3351-NGXYI,16,1,0,1,54.1,889.0,0,0.01799775028121485
8984-EYLLL,64,1,2,1,105.25,6823.4,0,0.00937948823167336
9057-MSWCO,27,0,0,2,30.75,805.1,1,0.0335362066823997
9833-TGFHX,42,1,1,1,97.1,4016.75,0,0.010456214601356819
9294-TDIPC,5,1,0,0,20.2,83.75,0,0.05970149253731343
5229-DTFYB,41,1,2,3,98.8,3959.15,0,0.010355758180417514
0104-PPXDV,58,1,1,2,50.3,2878.55,0,0.02014903336749405
5176-LMJXE,47,1,2,0,20.55,945.7,0,0.049698635931056355
3583-KRKMD,18,1,0,3,75.9,1373.05,0,0.013109500746513238
1010-DIAUQ,5,1,0,3,96.5,492.55,1,0.010151253679829459
9069-LGEUL,23,1,0,3,59.95,1406.0,0,0.016358463726884778
7302-ZHMHP,1,1,0,0,19.15,19.15,0,0.05221932114882507
9571-EDEBV,71,1,1,2,98.65,6962.85,0,0.010196973940268712
3520-FJGCV,72,1,2,2,112.6,8126.65,0,0.008859739252951708
6563-VRERX,33,1,1,0,20.6,690.25,0,0.04780876494023904
0259-GBZSH,2,1,0,1,85.65,181.5,1,0.011019283746556474
6122-EFVKN,24,0,2,0,35.75,830.8,0,0.028887818969667793
2805-EDJPQ,56,1,1,2,99.75,5608.4,0,0.00998502246630055
6862-CQUMB,37,1,0,2,96.1,3646.8,0,0.010145881320609848
7156-MXBJE,43,1,1,2,85.1,3662.25,0,0.011741415796300088
6158-HDPXZ,1,0,0,0,25.35,25.35,0,0.03944773175542406
9601-BRXPO,25,1,0,3,104.95,2566.5,1,0.00974089226573154
